0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999046324973,-60,39,-88,9,-12,-17,-72,-1,-46,-15,1,6,17,-19,-1,7,-20,3,44,8,36,-3,0,12,4,-15,-2,-4,28,8,0,0,11,0,-2
0.0199999809265101,-13,-24,-50,10,4,-13,-73,45,-45,-20,-8,-3,50,45,-31,-2,-6,1,26,-19,6,-7,4,11,-32,-13,21,2,6,-3,0,0,-25,0,-6
0.0299999713897696,-51,-15,-106,10,4,-15,-73,45,-45,-20,-8,-3,15,-31,-58,8,-20,6,35,-17,-44,-23,-1,6,-10,-33,45,0,19,-20,0,0,-20,0,-3
0.0399999618530194,-25,2,-90,2,2,-14,-11,34,-73,-14,1,0,23,-33,-20,5,-17,3,22,4,-15,-13,-11,-7,-1,-11,14,-7,11,-20,0,0,17,0,-1
0.0599999427795401,-58,1,-142,-6,10,4,-4,-9,35,-12,-11,2,38,-9,-72,21,0,18,-1,10,-20,-14,4,11,6,-26,58,-13,20,-10,0,0,-25,0,-7
0.0699999332427899,-39,0,-87,14,0,-7,-18,0,-50,-8,-11,3,-7,-16,-44,2,-9,15,1,-11,-12,-35,11,14,-14,39,23,-2,10,-10,0,0,-25,0,-5
0.0799999237060494,-55,-17,28,12,-6,-15,-5,22,-42,-14,-8,-1,55,-70,-42,6,-12,13,46,17,-4,-20,6,3,-8,7,-54,-5,11,-9,0,0,9,0,0
0.0899999141693097,-78,-14,-62,-4,12,-12,-15,19,-77,-7,-8,0,31,7,22,12,-4,7,31,-9,38,-19,17,2,-35,-11,20,-12,12,-9,0,0,-23,0,-5
0.0999999046325595,-35,-4,-83,3,4,-21,-27,16,-54,0,-13,-13,9,-1,-4,0,-8,2,-12,19,36,-19,0,8,-2,-14,0,-8,2,-13,0,0,-25,0,-6
0.10999989509582,-39,-11,-2,9,-3,-13,-21,13,-41,-7,-10,5,22,-32,-17,4,6,6,58,23,-28,-5,-4,-1,45,30,13,-18,8,-15,0,0,2,0,2
0.13000011444091,-40,-27,-57,3,13,-17,-18,23,-64,-4,-6,6,22,-32,-17,4,6,6,34,-37,21,-12,7,16,27,9,20,-10,14,-16,0,0,11,0,-1
0.140000104904169,-56,36,-73,12,8,-7,-18,12,-31,0,-6,-10,46,-26,-44,0,-9,-4,-11,-20,-21,-20,0,7,-47,-2,-13,-5,10,-11,0,0,-25,0,-6
0.15000009536743,16,9,-59,12,-6,-15,-27,3,-53,-12,-14,-2,86,-11,-19,16,-8,3,21,11,4,-4,-4,-7,40,-2,32,-4,8,-6,0,0,-16,0,-2
0.16000008583068,5,-9,-16,1,5,2,-31,-5,-46,-8,-9,-9,28,2,-18,4,-6,-3,21,11,4,-4,-4,-7,-12,14,17,2,2,0,0,0,20,0,0
0.17000007629394,-5,-21,4,8,-6,4,-16,19,-69,-4,-11,-9,23,-4,23,15,-3,10,50,-9,10,-26,15,12,6,-18,20,-3,9,-7,0,0,-25,0,-7
0.180000066757199,-63,-4,-59,13,-1,-13,-49,5,-53,-7,-10,-3,71,-5,-11,17,-12,2,19,-8,18,-29,2,4,-1,-20,40,-12,20,11,0,0,-25,0,-5
0.20000004768371,-66,-19,-54,-3,8,-9,-38,26,-97,-8,3,-7,37,18,-29,10,-6,13,43,10,-4,-28,2,4,-1,-32,9,-3,15,-13,0,0,11,0,0
0.21000003814697,-50,-23,-68,13,-14,-1,-13,4,-44,7,-9,-3,58,2,-6,10,-12,8,0,-24,-6,-7,4,11,-43,-46,-7,0,8,-15,0,0,-21,0,-5
0.220000028610229,-40,9,-59,1,-11,-2,-23,27,-64,2,-6,-12,54,-57,-20,17,-14,6,31,-17,-3,-22,5,21,13,12,37,3,-3,3,0,0,-25,0,-6
0.23000001907348,-77,-57,-55,3,-8,-3,20,38,-76,-4,-10,-5,40,-26,-5,4,-23,4,25,-26,8,-18,3,11,27,-26,77,-6,14,-8,0,0,-3,0,-1
0.24000000953674,-20,-13,-60,3,7,-7,-5,20,-111,11,-6,-5,37,-24,-16,5,-12,9,3,-7,11,-20,17,16,-6,-38,37,-4,14,-5,0,0,13,0,-2
0.25,-67,18,-40,-2,4,-13,4,3,-38,-5,-4,2,22,-42,-24,21,-12,8,21,-10,14,-18,-3,6,5,-7,20,9,-5,1,0,0,-25,0,-6
0.26999998092651,-52,44,-58,6,-5,-9,-13,1,-64,-12,-18,-4,97,29,-15,23,-3,12,21,-10,14,-18,-3,6,-15,2,8,-4,14,-8,0,0,-20,0,-2
0.27999997138977,-46,-1,-102,-7,11,-13,29,-8,-54,-1,-17,7,47,26,-25,9,-5,12,22,-7,-10,-20,-2,2,14,25,35,-8,2,-10,0,0,17,0,-1
0.289999961853019,-42,-21,-56,20,0,0,2,-11,-20,-12,0,0,32,12,-44,22,-15,19,1,-15,77,-7,0,17,2,24,75,5,6,-7,0,0,-25,0,-8
0.29999995231628,-61,34,-51,0,-1,-17,-13,-2,-57,2,-13,0,-8,-54,52,20,-11,3,28,-1,-4,-16,-12,12,-13,3,82,-7,-4,-3,0,0,-25,0,-5
0.30999994277954,-45,-50,-89,-4,-9,-14,18,25,-82,-13,-6,12,30,-5,-38,7,-11,3,34,12,-16,-16,-5,-1,-13,3,82,-7,-4,-3,0,0,8,0,-1
0.31999993324279,-17,-5,-31,1,-4,-14,31,26,-48,-7,-4,-1,44,-28,-23,15,3,-1,10,-25,-23,-11,7,-1,-47,-25,24,-8,4,6,0,0,-19,0,-5
0.33999991416931,9,9,-20,4,-4,-20,-8,25,-9,-9,-7,1,51,35,50,20,-19,4,14,4,2,-21,-7,11,-39,19,20,5,4,-17,0,0,-25,0,-6
0.349999904632559,-28,-5,-48,-21,4,-5,-7,-3,-114,-8,-16,13,60,25,-2,10,-17,3,36,3,19,-8,3,9,-15,-26,-27,-13,27,-21,0,0,-3,0,0
0.35999989509582,-28,-4,-111,-6,-11,-18,25,10,-16,-1,1,1,15,-44,-2,5,-1,-16,27,2,13,-10,7,6,22,-27,63,-6,7,-9,0,0,16,0,-1
0.370000123977659,-28,-4,-111,-6,-11,-18,19,-44,-51,5,0,-4,66,23,-29,8,-14,-4,57,10,-5,-14,0,0,24,-16,62,-2,0,3,0,0,-25,0,-6
0.38000011444091,-28,-37,-55,-6,7,-9,-27,17,-135,-8,-14,-1,18,-7,21,22,3,15,23,-21,61,-11,-1,8,-19,-50,0,2,22,-9,0,0,-20,0,-1
0.390000104904169,-30,-25,-43,2,-10,-4,0,-25,-46,-1,-12,10,25,-30,-10,9,-6,2,25,1,27,-16,15,15,-17,21,68,10,-1,-4,0,0,17,0,-2
0.41000008583068,-37,-40,-73,5,10,-11,-7,-4,-70,-14,-10,2,15,14,-16,17,0,7,65,-15,-7,-16,-6,13,11,-11,18,-2,9,2,0,0,-25,0,-8
0.42000007629394,-17,-26,-47,0,-4,-1,-14,20,1,-5,-3,-7,39,-22,16,13,-14,-3,55,2,27,-10,-3,10,5,4,40,-10,12,-11,0,0,-25,0,-5
0.430000066757199,-50,-16,-62,20,-17,-5,-34,30,-22,0,-5,2,40,-47,-31,17,-3,0,7,-20,-4,-31,-6,13,-10,-5,27,-9,1,-15,0,0,6,0,-1
0.44000005722045,-52,-4,-104,12,-7,-14,-53,24,-36,-12,-1,5,22,-30,7,15,-1,7,43,-13,7,-24,11,3,10,-32,49,-11,11,-16,0,0,-14,0,-4
0.45000004768371,-51,-36,-80,8,9,3,-32,22,-69,-5,-1,-6,59,20,5,12,-9,0,44,-8,40,-23,3,11,2,-23,-7,-1,-1,1,0,0,-25,0,-6
0.470000028610229,-39,-16,-91,-3,6,-3,1,21,-23,-6,-7,6,53,4,-19,11,-1,-8,28,-28,-31,-20,-9,12,-29,11,-1,-12,0,1,0,0,-5,0,1
0.48000001907348,-39,12,-116,5,14,-6,1,21,-23,-6,-7,6,-11,-63,-6,21,3,1,3,-2,29,-16,-7,-2,-22,-5,49,-11,7,-16,0,0,19,0,0
0.49000000953674,-72,23,-46,11,9,-15,19,30,-58,6,-9,-11,28,15,18,6,-25,8,51,5,34,-1,-16,8,-13,-5,77,-8,13,-23,0,0,-25,0,-7
0.5,-39,-15,-75,-16,7,-10,-27,7,-101,-4,-3,-5,31,-8,21,21,-9,3,17,6,-38,-10,-5,15,-27,-6,13,-13,10,-19,0,0,-25,0,-5
0.50999999046325,-66,11,-68,16,-5,-3,-16,-1,-109,-1,-6,7,34,-6,15,13,-12,2,-6,-28,-41,-22,1,13,-21,-27,50,-4,0,-17,0,0,9,0,0
0.51999998092651,-38,15,-93,0,-5,-11,-16,-1,-109,-1,-6,7,59,25,-5,8,-10,7,78,5,-14,-13,-1,10,84,-7,2,8,10,-11,0,0,-25,0,-6
0.539999961853019,-39,-29,-91,3,-1,-17,-12,45,-98,-13,9,-1,-14,9,-33,9,-7,-4,-6,9,4,-25,6,7,15,11,21,-10,19,-5,0,0,-25,0,-6
0.54999995231628,-62,11,-43,13,1,-12,2,32,-61,-6,-6,1,26,-39,-25,0,-20,-2,0,-43,25,-20,5,25,-7,-10,10,1,-2,-10,0,0,-1,0,1
0.55999994277954,8,6,-29,12,-11,1,-23,24,-39,-7,7,-2,65,17,4,14,-9,6,42,29,-10,1,0,9,5,-25,82,3,14,-7,0,0,13,0,-1
