,cx1,cy1,cx2,cy2,cx3,cy3,cx4,cy4,cx5,cy5,cx6,cy6
0,1154.6015625,462.27850341796875,1321.54150390625,612.8380737304688,1313.049072265625,873.046142578125,877.8456420898438,870.1478881835938,867.2533569335938,699.2685546875,967.6626586914062,479.1926574707031
1,1154.174560546875,462.7489929199219,1321.5697021484375,612.768310546875,1312.5,874.0,877.8256225585938,869.90771484375,865.5,698.1986083984375,967.75048828125,479.19610595703125
2,1152.610107421875,462.47607421875,1321.719970703125,612.4009399414062,1312.0,874.5,877.5,869.5,866.4868774414062,698.7069091796875,967.1527709960938,479.17266845703125
3,1153.5107421875,461.4519958496094,1321.937744140625,613.0338745117188,1311.5,874.5,879.2955932617188,870.4088745117188,867.0,699.0548095703125,966.675537109375,478.8714294433594
4,1153.829345703125,461.91961669921875,1320.36083984375,611.5798950195312,1311.5,874.5,877.5,869.5,867.2317504882812,698.8765258789062,966.725830078125,477.9838562011719
5,1153.5601806640625,461.90350341796875,1321.496337890625,612.6463012695312,1313.0,873.5,877.9563598632812,869.863525390625,866.6370849609375,698.3629150390625,968.3526000976562,477.0603942871094
6,1154.2216796875,462.77825927734375,1321.5965576171875,612.7680053710938,1313.5,872.5,878.5,870.5,866.5138549804688,698.4815063476562,967.2891845703125,478.7347717285156
7,1154.2166748046875,463.1920166015625,1321.6114501953125,612.7918701171875,1313.019775390625,873.17822265625,877.9674072265625,869.6791381835938,866.5,698.2825927734375,967.5,478.75640869140625
8,1153.8006591796875,462.2791748046875,1320.9420166015625,612.5652465820312,1312.741455078125,873.484375,878.5,870.5,866.6048583984375,698.3951416015625,967.2891845703125,478.7347717285156
9,1153.829345703125,461.91961669921875,1321.4375,612.8067626953125,1313.0,873.5,877.7117309570312,870.0834350585938,866.9404907226562,698.719482421875,966.9405517578125,478.68414306640625
10,1153.7650146484375,461.8252868652344,1321.3648681640625,612.8065795898438,1312.5491943359375,872.5491943359375,879.2141723632812,870.8394775390625,866.8297119140625,698.7554321289062,966.8536376953125,479.08984375
11,1153.49658203125,461.8356018066406,1321.125244140625,612.8115234375,1312.6875,873.140625,878.4013671875,870.1981811523438,867.0,699.0869750976562,967.119140625,479.0035705566406
12,1153.8670654296875,461.7118835449219,1321.380615234375,612.5,1312.88232421875,873.1568603515625,878.2291259765625,869.8394165039062,866.6673583984375,698.6871337890625,967.5274047851562,479.5
13,1153.945556640625,462.2041320800781,1320.9552001953125,612.3038330078125,1312.9122314453125,872.7946166992188,878.5,870.5,866.6673583984375,698.6871337890625,967.61376953125,478.7117614746094
14,1153.8505859375,462.1241760253906,1321.052978515625,612.3162841796875,1312.6875,873.1407470703125,877.7500610351562,869.6265869140625,866.6673583984375,698.6871337890625,967.5,478.5
15,1154.1439208984375,462.2088317871094,1321.5560302734375,612.6038818359375,1312.6702880859375,873.472412109375,878.0516967773438,870.2471313476562,866.6690063476562,698.6690063476562,967.5,479.0
16,1154.0528564453125,462.3636169433594,1321.4200439453125,612.6392211914062,1311.794189453125,874.0784912109375,877.7500610351562,869.6265869140625,866.5052490234375,698.4171752929688,967.2800903320312,479.1680603027344
17,1154.3017578125,462.6982727050781,1321.149169921875,612.5,1312.7166748046875,872.5789184570312,878.3125,870.3125,866.5,698.7055053710938,966.6560668945312,480.09820556640625
18,1153.318603515625,462.2027893066406,1321.3121337890625,612.9326171875,1312.65869140625,872.6587524414062,878.0903930664062,870.1826782226562,866.5,698.7055053710938,967.5,479.5465087890625
19,1153.8453369140625,462.0743103027344,1321.25732421875,612.195556640625,1312.88232421875,873.1568603515625,878.9600219726562,870.5599975585938,866.5,698.7055053710938,969.0,477.8666687011719
20,1154.336181640625,463.3189697265625,1321.7198486328125,612.4009399414062,1312.41064453125,873.117431640625,877.966064453125,869.6156616210938,866.5,698.7055053710938,969.0,477.8666687011719
21,1154.064208984375,462.37353515625,1321.750732421875,612.3043823242188,1312.9114990234375,873.8988647460938,879.0,870.5,866.6915893554688,698.9105834960938,968.3958129882812,478.7559509277344
22,1153.829345703125,461.91961669921875,1321.5,612.5,1312.99169921875,873.2276000976562,879.895263671875,871.1309204101562,866.0,698.5,967.5,479.47296142578125
23,1154.0423583984375,462.4656066894531,1322.0914306640625,612.6565551757812,1312.7166748046875,872.5789184570312,878.9600219726562,870.5599975585938,866.6690063476562,698.6690063476562,967.5,478.5
24,1153.881103515625,462.4178771972656,1321.496337890625,612.6463012695312,1312.8699951171875,873.3132934570312,879.2955932617188,870.4088745117188,866.7615356445312,698.7548217773438,968.34033203125,477.82366943359375
25,1154.00390625,462.3972473144531,1321.609375,612.3887329101562,1313.081298828125,873.3681030273438,878.0903930664062,870.1826782226562,866.78955078125,698.9131469726562,968.34033203125,477.82366943359375
26,1154.1689453125,462.418212890625,1321.8731689453125,612.6886596679688,1312.763916015625,873.358642578125,878.8297119140625,870.7554321289062,867.0,699.0869750976562,967.5,478.5
27,1153.4461669921875,462.2405090332031,1322.0205078125,612.8576049804688,1312.8673095703125,873.3616943359375,878.6701049804688,870.3247680664062,867.0863037109375,699.0435791015625,967.5,479.0
28,1154.0377197265625,462.56304931640625,1321.754638671875,612.4661865234375,1313.0538330078125,873.1386108398438,877.7611694335938,869.8758544921875,866.9298095703125,699.0879516601562,967.0352172851562,479.8936767578125
29,1153.85791015625,462.09136962890625,1321.5,612.5,1312.9730224609375,872.8950805664062,879.2955932617188,870.4088745117188,866.9315185546875,699.0613403320312,967.06591796875,478.7118835449219
30,1153.5467529296875,461.5047607421875,1321.149169921875,612.5,1311.9320068359375,873.9320068359375,877.8571166992188,869.8571166992188,866.145751953125,698.7085571289062,967.8948974609375,479.2033386230469
31,1153.647705078125,461.6531066894531,1321.380615234375,612.5,1313.5,872.0,878.0624389648438,869.739990234375,866.5138549804688,698.281982421875,967.5588989257812,478.762451171875
32,1153.6639404296875,461.7919921875,1321.5869140625,612.615966796875,1313.360107421875,872.7001953125,877.5,869.3800048828125,866.7528686523438,698.787353515625,967.0745849609375,478.3784484863281
33,1153.6639404296875,461.7919921875,1321.4927978515625,612.9058227539062,1312.2899169921875,874.0266723632812,878.0344848632812,869.96826171875,866.7160034179688,698.4686279296875,966.8392333984375,478.7964782714844
34,1153.5,462.0,1321.4549560546875,612.8379516601562,1313.5,872.5,878.876708984375,870.0128173828125,866.49169921875,698.7614135742188,967.296630859375,479.2966003417969
35,1153.8526611328125,462.1278076171875,1321.5,612.5,1313.2332763671875,872.5415649414062,878.5,870.5,866.9929809570312,699.1472778320312,967.4679565429688,478.6312561035156
36,1153.8453369140625,462.0743103027344,1321.4061279296875,612.8939208984375,1312.13671875,874.3418579101562,878.5,870.5,866.8978271484375,699.0645751953125,967.5,479.5
37,1153.6639404296875,461.7919921875,1321.5,612.5,1312.6170654296875,873.193603515625,878.5,870.5,866.4868774414062,698.7069091796875,967.5,478.5
38,1154.0770263671875,462.050048828125,1321.7554931640625,612.5945434570312,1312.13671875,874.3418579101562,878.5,870.5,866.84716796875,699.0444946289062,967.875,478.7916564941406
39,1153.868896484375,462.30072021484375,1321.03076171875,612.6028442382812,1312.0877685546875,874.3231201171875,878.0516967773438,870.2471313476562,866.145751953125,698.7085571289062,967.0714111328125,479.44287109375
40,1153.73681640625,462.2631530761719,1321.5,612.6270141601562,1312.7166748046875,872.5789184570312,878.0516967773438,870.2471313476562,867.0932006835938,699.5,967.06591796875,478.7118835449219
41,1154.0,462.5,1321.5,612.5,1312.849853515625,873.568359375,877.7239379882812,869.8574829101562,866.9393920898438,698.9393920898438,967.5526733398438,478.7618103027344
42,1153.8846435546875,463.0641174316406,1321.5,612.5,1313.0,873.3389892578125,879.895263671875,871.1309204101562,866.0478515625,698.4019165039062,967.5,479.5
43,1153.2764892578125,462.730224609375,1321.772705078125,612.5001220703125,1312.46630859375,872.6128540039062,879.8790283203125,871.1209716796875,865.743896484375,698.256103515625,968.4092407226562,477.442138671875
44,1153.3319091796875,462.6680603027344,1321.951904296875,612.5158081054688,1313.32470703125,873.5414428710938,878.0516967773438,870.2471313476562,866.3629150390625,698.0916748046875,967.52490234375,479.0166015625
45,1154.0616455078125,462.5,1321.7662353515625,612.4644775390625,1313.5,873.5,878.5,870.5,866.5,698.5,967.2521362304688,479.5119323730469
46,1153.8765869140625,462.3744812011719,1321.8443603515625,612.637451171875,1312.3466796875,874.5828247070312,879.22119140625,871.0111694335938,866.7899780273438,698.9080810546875,966.7058715820312,479.3529357910156
47,1154.5,462.5,1321.6427001953125,612.7196655273438,1312.6170654296875,873.193603515625,878.9483032226562,870.7528686523438,866.7471313476562,698.4013671875,967.0458984375,479.483154296875
48,1154.3736572265625,461.90618896484375,1321.5,612.5,1312.79150390625,873.1417846679688,877.9104614257812,870.1790771484375,866.6915893554688,698.9105834960938,967.0714111328125,479.44287109375
49,1154.0633544921875,462.3122253417969,1321.30078125,612.1679077148438,1313.1702880859375,872.462890625,878.351318359375,870.0988159179688,866.9315185546875,699.0613403320312,966.8013305664062,480.1041259765625
50,1153.3585205078125,462.5964660644531,1321.5789794921875,612.631591796875,1312.5811767578125,873.0330200195312,878.5,870.5,867.0,699.0869750976562,967.137451171875,479.92254638671875
51,1153.652587890625,462.39593505859375,1321.153564453125,612.6632690429688,1312.96484375,872.7511596679688,878.0516967773438,870.2471313476562,867.0702514648438,699.14501953125,967.5,478.5
52,1153.3585205078125,462.5964660644531,1321.3468017578125,612.1661376953125,1311.5,875.0,878.0516967773438,870.2471313476562,866.0478515625,698.4019165039062,968.2752685546875,477.6805725097656
53,1154.1365966796875,462.8330993652344,1321.596435546875,612.5,1312.8570556640625,873.3856201171875,878.0516967773438,870.2471313476562,865.945556640625,698.5098876953125,967.7030639648438,479.1365051269531
54,1153.5,461.5,1321.8035888671875,612.6326293945312,1312.8013916015625,873.5,877.69384765625,870.0748291015625,866.5,698.5,967.1027221679688,479.5
55,1153.66455078125,461.9461364746094,1321.8758544921875,612.8091430664062,1313.0,873.5,878.0903930664062,870.1826782226562,867.0933837890625,698.80419921875,967.9189453125,479.45947265625
56,1154.052734375,462.58062744140625,1322.5,612.0844116210938,1311.8878173828125,874.04638671875,877.776611328125,869.5,867.0435791015625,699.0863037109375,967.5,478.8333435058594
57,1154.0377197265625,462.56304931640625,1321.6165771484375,611.982421875,1312.5,874.0,878.0903930664062,870.1826782226562,866.8970336914062,699.0884399414062,966.9522705078125,478.95965576171875
58,1153.8056640625,462.29156494140625,1321.636962890625,612.5,1313.0,873.5,878.2451782226562,869.9246826171875,866.854736328125,699.0324096679688,967.9189453125,479.45947265625
59,1153.9249267578125,462.3583679199219,1321.6580810546875,612.3719482421875,1312.5,873.0,878.0516967773438,870.2471313476562,867.0653076171875,699.140869140625,967.0868530273438,478.8338623046875
60,1153.5,462.5,1321.562744140625,612.6045532226562,1312.5,873.0,878.0516967773438,870.2471313476562,866.854736328125,699.0324096679688,968.1206665039062,478.8793029785156
61,1153.8765869140625,462.3744812011719,1321.181396484375,612.6642456054688,1312.5,873.5,878.0903930664062,870.1826782226562,866.854736328125,699.0324096679688,968.5999755859375,478.3999938964844
62,1154.1365966796875,462.8330993652344,1321.531005859375,612.5516967773438,1313.275634765625,873.4644165039062,877.2543334960938,869.8631591796875,866.65283203125,698.8817138671875,967.9052734375,479.6030578613281
63,1153.5111083984375,462.32171630859375,1321.07275390625,612.3180541992188,1313.0,873.5,877.5,869.837646484375,867.0,699.0869750976562,966.8448486328125,479.0172424316406
64,1153.8734130859375,462.34490966796875,1322.013916015625,612.6934814453125,1313.26806640625,873.7318725585938,877.69384765625,870.0748291015625,867.2681274414062,699.2681274414062,967.2640380859375,479.19805908203125
65,1153.533203125,462.9123229980469,1321.531005859375,612.5516967773438,1312.5,873.5,877.69384765625,870.0748291015625,867.0,699.0869750976562,967.5,478.5
66,1153.90673828125,463.0932312011719,1321.1494140625,612.9776611328125,1312.3125,874.6875,877.5,869.9815063476562,866.6604614257812,699.0093383789062,967.921875,478.7568664550781
67,1153.7481689453125,462.6387634277344,1321.763916015625,611.727783203125,1312.7257080078125,873.9805297851562,878.5,870.5,866.84716796875,699.0444946289062,967.5,478.5
68,1153.4127197265625,462.6904296875,1321.855224609375,612.6879272460938,1312.3846435546875,874.6153564453125,878.5,870.5,867.0,699.0869750976562,966.675537109375,478.8714294433594
69,1153.903564453125,462.79669189453125,1322.0914306640625,612.6565551757812,1312.5,874.5,877.6067504882812,870.1910400390625,867.0435791015625,699.0863037109375,967.0745849609375,478.3784484863281
70,1153.3182373046875,462.56060791015625,1321.67578125,612.3953247070312,1312.3846435546875,874.6153564453125,878.5962524414062,870.5093383789062,867.0,699.0869750976562,967.1322021484375,478.7052307128906
71,1153.3585205078125,462.5964660644531,1321.5,612.5,1311.5,875.5,878.5962524414062,870.5093383789062,866.5,698.7055053710938,967.5,478.5
72,1154.74365234375,462.5105895996094,1321.5,612.5,1312.5,874.5,878.0516967773438,870.2471313476562,867.0,699.0869750976562,967.5,479.5
73,1153.829345703125,461.91961669921875,1321.5384521484375,612.7017822265625,1312.5,874.5,877.69384765625,870.0748291015625,866.8978271484375,699.0645751953125,967.4095458984375,479.20477294921875
74,1153.76513671875,461.8252258300781,1321.497802734375,612.59814453125,1312.155029296875,874.5650024414062,878.5962524414062,870.5093383789062,866.6915893554688,698.9105834960938,967.5,479.0
75,1154.0074462890625,462.52752685546875,1321.3609619140625,612.6520385742188,1312.728759765625,873.6611328125,878.5,870.5,867.0,699.0869750976562,968.0584716796875,478.6163024902344
76,1154.42236328125,462.57757568359375,1321.5,612.5,1311.5,875.0,877.69384765625,870.0748291015625,866.84716796875,699.0444946289062,967.5681762695312,479.3409118652344
77,1153.8765869140625,462.3744812011719,1321.562744140625,612.6045532226562,1311.5,874.5,878.5,870.5,867.0,699.0869750976562,967.5,478.5
78,1153.432373046875,462.6756896972656,1321.6075439453125,612.67919921875,1313.2667236328125,872.3276977539062,878.0516967773438,870.2471313476562,866.5,698.7055053710938,968.0,479.4285583496094
79,1153.38427734375,462.7085876464844,1321.548583984375,612.6655883789062,1312.5,874.0,877.3831787109375,869.9252319335938,867.0,699.0869750976562,968.2637329101562,478.78033447265625
80,1153.8931884765625,462.53399658203125,1321.468994140625,613.0087890625,1312.5,873.5,878.5,870.5,867.0,699.0869750976562,967.5,478.5
81,1154.0145263671875,462.79266357421875,1321.38671875,612.4772338867188,1312.5,874.0,878.5,870.5,867.067138671875,699.067138671875,967.5,478.5
82,1154.3594970703125,462.3632507324219,1321.41748046875,612.362548828125,1312.5,873.5,878.337890625,870.638427734375,866.7750854492188,699.0763549804688,967.698486328125,478.7824401855469
83,1154.0394287109375,462.35723876953125,1321.47216796875,612.1590576171875,1312.5,873.5,879.0374755859375,870.9249877929688,866.78955078125,698.9131469726562,967.7088012695312,479.5756530761719
84,1153.56298828125,462.8277893066406,1321.47216796875,612.1590576171875,1312.0726318359375,874.0725708007812,878.5,870.5,866.5,698.5,967.902587890625,479.5
85,1153.8448486328125,462.5993957519531,1321.6075439453125,612.67919921875,1312.8013916015625,873.5,878.5,870.5,866.5,698.5,967.2222290039062,479.1111145019531
86,1154.4891357421875,462.75042724609375,1321.093505859375,612.558349609375,1312.5364990234375,873.7559814453125,879.032470703125,870.6126098632812,866.73388671875,698.26611328125,967.7857055664062,478.78570556640625
87,1153.8056640625,462.29156494140625,1321.086181640625,612.76025390625,1312.5,873.5,879.68701171875,871.31298828125,866.6604614257812,699.0093383789062,967.5,479.5
88,1154.5,463.0,1321.6583251953125,612.8511352539062,1312.5,874.5,878.419189453125,870.6716918945312,867.1603393554688,699.2194213867188,967.8956909179688,479.4464111328125
89,1154.2216796875,462.77825927734375,1321.5,612.5,1311.5,875.5,878.5,870.5,866.145751953125,698.7085571289062,966.8734741210938,478.5810241699219
90,1153.8505859375,462.1241760253906,1321.562744140625,612.6045532226562,1312.7396240234375,872.91357421875,879.032470703125,870.6126098632812,867.1990356445312,699.3543701171875,967.5,478.5
91,1154.25927734375,462.5,1321.562744140625,612.6045532226562,1312.5,873.0,878.8915405273438,870.847412109375,867.0191650390625,699.218994140625,967.3678588867188,478.4559326171875
92,1153.8067626953125,462.1454162597656,1322.009765625,611.6624145507812,1313.5,873.0,879.1603393554688,871.2194213867188,866.6604614257812,699.0093383789062,967.5,479.93902587890625
93,1153.595703125,461.6702880859375,1321.641357421875,612.7638549804688,1312.5,874.0,877.69384765625,870.0748291015625,866.6604614257812,699.0093383789062,967.8582763671875,479.9739685058594
94,1154.31591796875,462.8707580566406,1321.8990478515625,612.7904663085938,1310.7833251953125,875.1888427734375,878.5,870.5,867.0989379882812,699.2147216796875,967.0352172851562,479.8936767578125
95,1154.5718994140625,462.9952392578125,1321.8731689453125,612.6886596679688,1312.3656005859375,873.6800537109375,879.982177734375,871.3111572265625,866.7750854492188,699.0763549804688,967.5,479.1170349121094
