318,1163.91198730469,455.101898193359,1333.72912597656,614.061279296875,1324.42138671875,886.837585449219,871.5,883.5,854.099304199219,701.88134765625,956.164489746094,473.979034423828
319,1164,459,1335,615.944458007812,1323.5,888.5,871.609619140625,885.585571289062,853.635375976562,704.470825195312,955.5,477.5
320,1164.05041503906,462.811920166016,1335.52880859375,617.321228027344,1324.27807617188,888.721923828125,870.5,887.5,854,707.123291015625,959.287719726562,477.857238769531
321,1163.5,467.5,1336.28173828125,619.612976074219,1323.73693847656,890.812866210938,870.764709472656,891.313720703125,853.404724121094,710.100280761719,960.034240722656,483.5
322,1164.21130371094,472.467529296875,1337.83129882812,622.566528320312,1324.42138671875,890.837585449219,868.711730957031,892.656005859375,853,713.5,962.085876464844,486.408905029297
323,1162.41662597656,476.416656494141,1338.98706054688,624.535461425781,1323.5,892.5,869.5,895.474670410156,852.854553222656,715.981811523438,964.618469238281,490.809234619141
324,1161.25231933594,479.886169433594,1339.13757324219,626.706420898438,1325.43981933594,891.77587890625,869.630920410156,898.848571777344,852.414367675781,719.62841796875,965.024841308594,493.401641845703
325,1161.01293945312,485.544097900391,1340.26501464844,628.550415039062,1324.5,894.5,868.995178222656,901.053894042969,852.477111816406,722.363830566406,966.5,499
326,1162.29016113281,491.779724121094,1340.7265625,630.2734375,1325.22741699219,893.501892089844,869.279418945312,903.926452636719,852.5,725.5,969.285339355469,500.964019775391
327,1159.30773925781,495.307678222656,1341.85607910156,632.466247558594,1325.28173828125,895.433532714844,869.351318359375,907.414489746094,852.755493164062,728.395568847656,970.688415527344,507.5
328,1160.23791503906,500.643096923828,1342.53186035156,634.909057617188,1325.58337402344,895.75,868.448791503906,909.826782226562,852.7197265625,732.479736328125,975.143676757812,509.071838378906
329,1159.5,504.5,1343.544921875,636.8173828125,1326.3447265625,896.711791992188,869.351318359375,913.414489746094,851.963745117188,735.5,976.149230957031,515.154479980469
330,1159.203125,507.834442138672,1345.20556640625,638.229064941406,1326.64880371094,896.736511230469,869.351318359375,915.414489746094,852.5,737.5,978.7197265625,516.813171386719
331,1159.69006347656,509.251495361328,1345.94140625,639.448059082031,1326.48022460938,899.170227050781,869.950988769531,917.057189941406,851.351318359375,739.414489746094,979.5,519.5
