Var1,cx1,cy1,cx2,cy2,cx3,cy3,cx4,cy4,cx5,cy5,cx6,cy6
399,1155.31628417969,453.165496826172,1316.70263671875,602.466796875,1310.5,872.5,877.6220703125,871.367797851562,865.484985351562,700.445739746094,968.5,481
400,1155.5,454,1316.830078125,602.722290039062,1310.72216796875,872.476135253906,877.679748535156,871.408874511719,864.993896484375,700.071594238281,968.5,481.5
401,1156.24108886719,454.758941650391,1316.35827636719,603.159057617188,1311.5,871.5,878.296630859375,871.957641601562,864.594543457031,700.1396484375,968.196472167969,480.728729248047
402,1156.3017578125,454.698211669922,1316.50341796875,602.228332519531,1311.5,871.5,877.281982421875,871.320983886719,866.209716796875,700.781921386719,968.17578125,481.314147949219
403,1156.3017578125,454.698211669922,1316.35034179688,603.210144042969,1310.75537109375,872.170288085938,877.398742675781,871.156433105469,866.209716796875,700.781921386719,968.5,480.954559326172
404,1155.44592285156,453.857604980469,1316.02331542969,603.046508789062,1311.07983398438,871.219177246094,878,871.5,866.209716796875,700.781921386719,968.865600585938,481.577056884766
405,1155,453,1316.29406738281,602.279663085938,1310.5,872.5,877.723388671875,871.755310058594,866.209716796875,700.781921386719,969.5,480.5
406,1156.39233398438,454.371185302734,1317.15051269531,602.140625,1311.5,871.5,877.827758789062,871.61181640625,865.703369140625,700.5,968.910583496094,481.513671875
407,1156,454,1317.70849609375,601.125793457031,1311.5,871.5,877.827758789062,871.61181640625,866.155029296875,700.434997558594,968.900146484375,481.895568847656
408,1156.28405761719,453.859313964844,1316.67456054688,601.129821777344,1311.5,871.5,877.827758789062,871.61181640625,866.151733398438,700.43212890625,968.602233886719,482.345550537109
409,1155.5,454,1316.08020019531,601.664916992188,1311.5,871.5,877.109252929688,871.002502441406,865.344299316406,700.339233398438,968.865600585938,481.577056884766
410,1155.5,454,1316.59753417969,601.623840332031,1311.5,871.5,877.6220703125,871.367797851562,865.888305664062,700.310974121094,969.5,480.5
411,1155.5,453.5,1316.63696289062,601.946411132812,1311.5,871.5,877.6220703125,871.367797851562,866.155029296875,700.434997558594,968.556457519531,481.798400878906
412,1156,454.5,1316.15893554688,601.813659667969,1311.5,871.5,877.837951660156,871.597839355469,865.715637207031,700.18212890625,968.5,481.87255859375
413,1155.69091796875,453.30908203125,1315.94165039062,602.175109863281,1311.5,871.5,877.834350585938,871.593994140625,866.111206054688,700.700561523438,968.400634765625,480.78955078125
414,1155.57995605469,453.728240966797,1316.63305664062,602.599487304688,1311.5,871.5,877.837951660156,871.597839355469,865.5,700.647033691406,969.5,480.5
415,1155.32434082031,454.359771728516,1316.74719238281,602.669921875,1311.20654296875,872.16455078125,877.166381835938,870.709838867188,865.316467285156,699.698852539062,968.111206054688,481.822998046875
416,1155.5,454,1316.46264648438,603.016967773438,1311.5,871.5,877.5,871.5,866.111206054688,700.700561523438,968.5,481.5
417,1155.33715820312,453.732543945312,1316.06677246094,602.96533203125,1311.5,871.5,877.5,871.5,865.715637207031,700.18212890625,969.5,480.5
418,1155.91845703125,453.199768066406,1316.06677246094,602.96533203125,1311.5,871.5,878.221008300781,872.127685546875,866.209716796875,700.781921386719,967.822143554688,482.064178466797
419,1155.55200195312,453.332702636719,1316.27783203125,602.5,1311.5,871.5,877.723388671875,871.755310058594,866.209716796875,700.781921386719,969.5,480.5
420,1156.12390136719,453.728057861328,1316.53918457031,601.858276367188,1311.5,871.5,877.5,871.5,866.141479492188,700.5,967.822143554688,482.064178466797
421,1155.79028320312,452.967742919922,1317.11730957031,601.499816894531,1311.4365234375,871.4365234375,878.296630859375,871.957641601562,866.281555175781,700.84130859375,968.01025390625,480.673248291016
422,1155.63256835938,453.685363769531,1316.26354980469,601.966369628906,1311.72961425781,871.728332519531,877.944396972656,871.597351074219,865.5,700.5,968.194152832031,481.293731689453
423,1156.06274414062,453.806579589844,1315.68322753906,601.130859375,1311.5,871.5,877.723388671875,871.755310058594,865.715637207031,700.18212890625,968.337219238281,480.523254394531
424,1155.716796875,453.384552001953,1315.61755371094,601.953063964844,1311.92468261719,870.754821777344,877.064147949219,871.387756347656,865.483764648438,700.459899902344,968.5908203125,480.898590087891
425,1156.5,455,1316.66955566406,602.4794921875,1311.5,871.5,877.900024414062,871.766662597656,865.310974121094,700.669311523438,968.870422363281,480.525115966797
