9.557500000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.330000000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.330000000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.555000000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.330000000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.560000000000000000e+02,2.327500000000000000e+02
9.557500000000000000e+02,2.330000000000000000e+02
