9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.567500000000000000e+02,2.660000000000000000e+02
9.567500000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.567500000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.567500000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.567500000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.567500000000000000e+02,2.660000000000000000e+02
9.567500000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.567500000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.567500000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.567500000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.567500000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
9.565000000000000000e+02,2.660000000000000000e+02
